product_id,category,sub_category,description,unit_cost,order_id,order_date,ship_date,ship_mode,customer_id,sales,quantity,discount,profit,profit_margin,days_to_ship,order_year,order_month_no,order_day,order_day_name,margin_category
FUR-BO-10000288,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",425.01,ID-2021-35640,2021-08-28,2021-08-30,Second Class,CR-12625,2760.345,7,0.1,-214.725,-0.08,2,2021,8,5,Saturday,Low
FUR-BO-10000288,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",425.01,IN-2020-42052,2020-03-28,2020-03-28,Same Day,CS-12490,1314.45,3,0.0,39.42,0.02998972954467648,0,2020,3,5,Saturday,Low
FUR-BO-10000288,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",425.01,ID-2021-69170,2021-05-17,2021-05-21,Second Class,ML-17755,788.67,2,0.1,-61.35,-0.08,4,2021,5,0,Monday,Low
FUR-BO-10000288,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",425.01,IN-2022-47449,2022-07-12,2022-07-13,First Class,CD-12280,2190.75,5,0.0,65.7,0.03,1,2022,7,1,Tuesday,Low
FUR-BO-10000321,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",108.3,ID-2022-83324,2022-08-26,2022-08-29,First Class,TZ-21445,274.992,4,0.6,-158.208,-0.58,3,2022,8,4,Friday,Low
FUR-BO-10000321,Furniture,Bookcases,"Dania Floating Shelf Set, Mobile",108.3,ID-2021-84500,2021-12-06,2021-12-10,Standard Class,GZ-14470,618.732,6,0.4,-31.068,-0.05,4,2021,12,0,Monday,Low
FUR-BO-10000402,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",124.35,IN-2020-68358,2020-06-08,2020-06-12,Standard Class,ML-18265,438.84,3,0.0,65.79,0.15,4,2020,6,0,Monday,Medium
FUR-BO-10000402,Furniture,Bookcases,"Sauder Stackable Bookrack, Traditional",124.35,IN-2020-70220,2020-09-07,2020-09-13,Standard Class,SB-20170,394.956,3,0.1,21.906,0.06,6,2020,9,0,Monday,Low
FUR-BO-10000425,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",125.04,IN-2020-80370,2020-07-12,2020-07-14,First Class,JH-15430,342.54,2,0.0,92.46,0.27,2,2020,7,6,Sunday,Medium
FUR-BO-10000425,Furniture,Bookcases,"Bush Floating Shelf Set, Traditional",125.04,ID-2021-83758,2021-07-12,2021-07-16,Standard Class,CJ-11875,616.572,6,0.4,-133.668,-0.22,4,2021,7,0,Monday,Low
FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",63.81,IN-2019-74945,2019-03-23,2019-03-29,Standard Class,DP-13000,394.065,5,0.37,75.015,0.19,6,2019,3,5,Saturday,Medium
FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",63.81,IN-2019-62737,2019-11-17,2019-11-23,Standard Class,PL-18925,250.2,2,0.0,122.58,0.49,6,2019,11,6,Sunday,High
FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",63.81,IN-2022-31622,2022-04-21,2022-04-25,Standard Class,SS-20590,500.4,4,0.0,245.16,0.49,4,2022,4,3,Thursday,High
FUR-BO-10000610,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile",63.81,IN-2021-48282,2021-11-30,2021-12-04,Standard Class,TT-21460,232.686,2,0.07,105.066,0.4515355457569428,4,2021,11,1,Tuesday,High
FUR-BO-10000616,Furniture,Bookcases,"Dania Corner Shelving, Pine",88.89,IN-2020-85627,2020-06-19,2020-06-25,Standard Class,EC-14050,444.312,6,0.4,-89.028,-0.2,6,2020,6,4,Friday,Low
FUR-BO-10000623,Furniture,Bookcases,"Safco Library with Doors, Metal",342.54,ID-2022-85228,2022-11-07,2022-11-10,Second Class,CC-12685,311.4,2,0.6,-373.68,-1.2,3,2022,11,0,Monday,Low
FUR-BO-10000655,Furniture,Bookcases,"Dania Classic Bookcase, Traditional",340.95,IN-2022-48814,2022-12-23,2022-12-30,Standard Class,ME-17320,1109.052,3,0.1,86.202,0.08,7,2022,12,4,Friday,Low
FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",124.68,IN-2020-12589,2020-01-27,2020-01-27,Same Day,TG-21640,1014.72,7,0.0,141.96,0.14,0,2020,1,0,Monday,Medium
FUR-BO-10000666,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Mobile",124.68,IN-2022-27478,2022-02-04,2022-02-09,Standard Class,SJ-20215,289.92,2,0.0,40.56,0.14,5,2022,2,4,Friday,Medium
FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,IN-2021-52566,2021-10-11,2021-10-17,Standard Class,JS-16030,276.2613,1,0.14984677493348014,-109.6287,-0.39682974053912,6,2021,10,0,Monday,Low
FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,IN-2022-72516,2022-06-02,2022-06-04,First Class,IM-15070,815.6286,2,0.07,43.8486,0.05376049834446708,2,2022,6,3,Thursday,Low
FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,IN-2022-27933,2022-07-22,2022-07-29,Standard Class,KM-16660,2039.0715,5,0.07,109.6215,0.05,7,2022,7,4,Friday,Low
FUR-BO-10000668,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile",385.89,IN-2022-81035,2022-05-22,2022-05-26,Standard Class,LB-16795,246.12,2,0.0,66.42,0.27,4,2022,5,6,Sunday,Medium
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",70.5,IN-2021-38034,2021-09-18,2021-09-20,First Class,DB-13210,364.59,3,0.0,153.09,0.42,2,2021,9,5,Saturday,High
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",70.5,IN-2022-75603,2022-12-31,2023-01-05,Second Class,BS-11365,364.59,3,0.0,153.09,0.42,5,2022,12,5,Saturday,High
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",70.5,IN-2021-73825,2021-09-06,2021-09-12,Standard Class,KW-16570,875.016,8,0.1,311.016,0.36,6,2021,9,0,Monday,High
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",70.5,IN-2021-64452,2021-07-09,2021-07-14,Standard Class,KH-16330,972.24,8,0.0,408.24,0.42,5,2021,7,4,Friday,High
FUR-BO-10000670,Furniture,Bookcases,"Dania Corner Shelving, Metal",70.5,ID-2021-62177,2021-10-18,2021-10-22,Standard Class,JW-16075,486.12,8,0.5,-77.88,-0.16,4,2021,10,0,Monday,Low
FUR-BO-10000676,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",119.73,ID-2021-38776,2021-08-20,2021-08-25,Standard Class,DR-12880,567.135,9,0.14984677493348014,-510.435,-0.9,5,2021,8,4,Friday,Low
FUR-BO-10000676,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",119.73,IN-2022-11231,2022-12-16,2022-12-19,First Class,CS-11845,630.15,5,0.0,31.5,0.05,3,2022,12,4,Friday,Low
FUR-BO-10000676,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",119.73,ID-2020-64844,2020-05-17,2020-05-22,Standard Class,SZ-20035,163.839,2,0.35,-75.621,-0.46,5,2020,5,6,Sunday,Low
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,ID-2021-69247,2021-11-08,2021-11-11,Second Class,KH-16360,900.072,6,0.1,9.972,0.01,3,2021,11,0,Monday,Low
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,ID-2022-47547,2022-05-23,2022-05-27,Standard Class,CJ-11875,266.688,2,0.2,-30.012,-0.11,4,2022,5,0,Monday,Low
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,IN-2020-70829,2020-08-18,2020-08-24,Standard Class,KH-16510,1333.44,8,0.0,146.64,0.11,6,2020,8,1,Tuesday,Medium
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,ID-2022-35052,2022-08-21,2022-08-28,Standard Class,SH-20635,465.0372,3,0.07,19.9872,0.04297978742345774,7,2022,8,6,Sunday,Low
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,IN-2022-75470,2022-03-11,2022-03-13,Second Class,CS-12460,166.68,1,0.0,18.33,0.11,2,2022,3,4,Friday,Medium
FUR-BO-10000699,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",148.35,IN-2021-16992,2021-11-16,2021-11-19,Second Class,SC-20575,666.72,4,0.0,73.32,0.11,3,2021,11,1,Tuesday,Medium
FUR-BO-10000700,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal",164.94,ID-2022-82645,2022-02-05,2022-02-10,Standard Class,JC-15385,232.848,2,0.14984677493348014,-97.032,-0.42,5,2022,2,5,Saturday,Low
FUR-BO-10000712,Furniture,Bookcases,"Bush Corner Shelving, Pine",68.94,IN-2020-82918,2020-11-14,2020-11-19,Standard Class,BS-11755,250.68,2,0.0,112.8,0.45,5,2020,11,5,Saturday,High
FUR-BO-10000807,Furniture,Bookcases,"Sauder Floating Shelf Set, Mobile",124.2,ID-2022-83240,2022-09-30,2022-10-05,Second Class,AD-10180,473.04,4,0.4,-23.76,-0.05,5,2022,9,4,Friday,Low
FUR-BO-10000883,Furniture,Bookcases,"Dania Corner Shelving, Mobile",123.36,ID-2020-64655,2020-10-06,2020-10-12,Standard Class,TC-21535,78.4917,1,0.37,-44.8683,-0.57,6,2020,10,1,Tuesday,Low
FUR-BO-10000883,Furniture,Bookcases,"Dania Corner Shelving, Mobile",123.36,IN-2021-17566,2021-08-05,2021-08-11,Standard Class,EH-13765,872.13,7,0.0,8.61,0.01,6,2021,8,3,Thursday,Low
FUR-BO-10000889,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Mobile",145.68,ID-2021-80314,2021-10-04,2021-10-04,Same Day,CK-12205,205.632,2,0.4,-85.728,-0.42,0,2021,10,0,Monday,Low
FUR-BO-10000892,Furniture,Bookcases,"Bush Corner Shelving, Mobile",123.99,IN-2022-86684,2022-01-29,2022-01-31,Second Class,CG-12040,759.06,6,0.0,15.12,0.02,2,2022,1,5,Saturday,Low
FUR-BO-10000895,Furniture,Bookcases,"Sauder Stackable Bookrack, Pine",92.61,IN-2022-21619,2022-01-23,2022-01-28,Standard Class,CM-12445,582.426,6,0.35,26.766,0.05,5,2022,1,6,Sunday,Low
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",79.92,IN-2020-42766,2020-08-28,2020-09-01,Standard Class,SO-20335,786.618,7,0.1,227.178,0.29,4,2020,8,4,Friday,Medium
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",79.92,IN-2022-58152,2022-01-01,2022-01-07,Standard Class,AA-10315,499.44,4,0.14984677493348014,179.76,0.36,6,2022,1,5,Saturday,High
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",79.92,IN-2022-20499,2022-03-26,2022-03-29,Second Class,GW-14605,374.58,3,0.0,134.82,0.36,3,2022,3,5,Saturday,High
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",79.92,ID-2021-69170,2021-05-17,2021-05-21,Second Class,ML-17755,224.748,2,0.1,64.908,0.29,4,2021,5,0,Monday,Medium
FUR-BO-10000961,Furniture,Bookcases,"Bush Stackable Bookrack, Pine",79.92,ID-2022-17314,2022-11-08,2022-11-10,Second Class,AS-10090,312.15,5,0.5,-87.45,-0.28,2,2022,11,1,Tuesday,Low
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,IN-2021-36963,2021-12-24,2021-12-26,First Class,VG-21805,1092.96,3,0.14984677493348014,393.39,0.36,2,2021,12,4,Friday,High
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,ID-2021-60896,2021-08-06,2021-08-08,First Class,JE-16165,677.6352,2,0.07,211.2552,0.31,2,2021,8,4,Friday,High
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,ID-2022-20205,2022-10-22,2022-10-27,Standard Class,JC-15340,291.456,1,0.2,58.266,0.2,5,2022,10,5,Saturday,Medium
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,IN-2020-60714,2020-11-09,2020-11-13,Standard Class,CJ-11875,1821.6,5,0.0,655.65,0.36,4,2020,11,0,Monday,High
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,IN-2020-65537,2020-09-11,2020-09-15,Standard Class,MT-17815,677.6352,2,0.07,211.2552,0.31,4,2020,9,4,Friday,High
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,IN-2021-42311,2021-02-28,2021-03-01,First Class,MH-17785,364.32,1,0.0,131.13,0.36,1,2021,2,6,Sunday,High
FUR-BO-10000980,Furniture,Bookcases,"Bush Library with Doors, Traditional",233.19,IN-2022-27891,2022-09-23,2022-09-29,Standard Class,VP-21760,364.32,1,0.0,131.13,0.36,6,2022,9,4,Friday,High
FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",354.48,IN-2022-29207,2022-07-22,2022-07-27,Standard Class,ML-17755,551.3886,2,0.37,-157.5714,-0.29,5,2022,7,4,Friday,Low
FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",354.48,IN-2020-47918,2020-03-06,2020-03-11,Second Class,GB-14530,2756.943,7,0.1,275.583,0.1,5,2020,3,4,Friday,Medium
FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",354.48,IN-2021-74567,2021-08-23,2021-08-26,First Class,EB-13750,875.22,2,0.0,166.26,0.19,3,2021,8,0,Monday,Medium
FUR-BO-10001073,Furniture,Bookcases,"Safco Classic Bookcase, Metal",354.48,IN-2022-75470,2022-03-11,2022-03-13,Second Class,CS-12460,3063.27,7,0.0,581.91,0.19,2,2022,3,4,Friday,Medium
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,IN-2021-70297,2021-12-17,2021-12-21,Standard Class,LS-16975,341.46,2,0.0,88.74,0.26,4,2021,12,4,Friday,Medium
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,IN-2022-49395,2022-04-04,2022-04-09,Standard Class,SD-20485,153.657,1,0.1,27.297,0.18,5,2022,4,0,Monday,Medium
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,IN-2021-14472,2021-08-20,2021-08-24,Standard Class,RA-19285,512.19,3,0.0,133.11,0.26,4,2021,8,4,Friday,Medium
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,IN-2022-32308,2022-08-27,2022-08-31,Standard Class,BS-11365,170.73,1,0.0,44.37,0.26,4,2022,8,5,Saturday,Medium
FUR-BO-10001147,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",126.36,IN-2022-54253,2022-05-05,2022-05-10,Standard Class,JF-15190,853.65,5,0.0,221.85,0.26,5,2022,5,3,Thursday,Medium
